From	To
100	151
100	LYN
100	NCK2
100	NCOA3
100	NUP153
100	PCAF
100	PIK3R2
100	200
100	PRKACA
100	202
100	PRKCI
100	222
100	RBL2
100	226
100	231
100	245
100	246
100	SMAD3
100	254
100	266
100	SRC
100	268
100	270
100	272
100	290
100	300
100	302
101	8
101	CBL
101	41
101	CDK2
101	73
101	EPOR
101	FYN
101	127
101	128
101	JAK1
101	147
101	PRKCI
101	210
101	250
101	SMAD3
101	268
101	269
101	270
101	272
101	290
ERM	44
ERM	PKN1
ERM	PRKACA
ERM	202
103	113
103	128
103	147
103	149
103	RBL2
103	250
103	SMAD3
103	268
103	270
104	FYN
104	136
104	151
104	NFKB2
104	231
104	270
104	272
105	128
105	129
FANCD2	NCOA3
FANCD2	290
106	144
106	PRMT1
106	209
FBXW7	RBX1
108	44
108	79
108	HIPK2
108	172
108	212
108	SMAD3
108	290
109	42
109	FYN
110	96
110	FZR1
110	SMAD3
112	FYN
112	176
113	128
113	129
113	147
113	NCOA3
113	202
113	226
113	231
113	250
113	SMAD3
113	266
113	268
113	270
113	272
113	300
115	14
115	149
115	PIAS1
115	250
115	SMAD3
115	268
FYN	14
FYN	51
FYN	123
FYN	126
FYN	127
FYN	HD
FYN	HES1
FYN	136
FYN	JAK1
FYN	151
FYN	LYN
FYN	MET
FYN	NCK2
FYN	PIK3R2
FYN	PKN1
FYN	200
FYN	202
FYN	212
FYN	214
FYN	216
FYN	226
FYN	238
FYN	246
FYN	SOCS5
FYN	SRC
FYN	268
FYN	269
FYN	270
FYN	272
FYN	TGFB1
FYN	283
FYN	301
FYN	302
FZD1	WNT5A
FZD4	WNT5A
FZR1	CDC25C
FZR1	ID3
G3BP2	226
G3BP2	238
GAPDH	17
GAPDH	170
GAPDH	194
GAS1	HIP1
GAS1	170
GAS1	RAB23
122	8
122	68
122	DAB2
122	97
122	FZD1
122	142
122	202
122	216
GIT1	127
GIT1	150
GIT1	160
GIT1	NUP153
123	LYN
125	99
125	FYN
125	JAK1
125	LYN
125	268
125	272
127	51
127	126
127	JAK1
127	LYN
127	MET
127	NCK2
127	PIK3R2
127	202
127	PRKCI
127	212
127	214
127	216
127	RANBP9
127	226
127	246
127	SRC
127	268
127	269
127	270
127	272
127	302
126	3
126	JAK1
126	LYN
126	MET
126	NCK2
126	PIK3R2
126	212
126	SRC
126	268
126	270
126	272
GRIM19	270
HAT1	224
HBO1	E2F4
HBO1	130
HBO1	254
HD	128
HD	149
HD	SMAD3
HD	268
HD	302
128	14
128	129
128	130
128	149
128	171
128	183
128	PML
128	226
128	SMAD3
128	258
128	266
128	267
128	268
128	269
128	272
128	290
128	YY1
129	MAPK14
129	159
129	160
129	226
129	266
129	268
129	269
129	272
129	290
130	144
HES1	137
HES1	138
HES1	ID3
HES1	ID4
HES1	147
HES1	LYN
HES1	170
HES1	NCOA3
HES1	268
HES1	272
HES1	TCF12
131	JAK1
131	150
131	PRKACA
131	222
131	250
131	SMAD3
131	260
131	273
HIP1	3
HIP1	68
HIP1	72
HIP1	EPS15
HIP1	SRC
HIP1	302
HIPK2	SMAD3
HIPK2	274
134	11
134	CBL
134	50
134	69
134	75
134	128
134	129
134	136
134	MAPK14
134	NUP153
134	226
134	268
134	272
134	STUB1
134	SUMO1
134	274
135	13
135	136
135	KPNA6
135	MAPK14
135	NUP153
135	RUVBL1
135	SUMO1
136	14
136	68
136	LYN
136	NUP153
136	PRKCI
136	222
136	268
136	272
136	STUB1
136	302
137	138
137	ID3
137	ID4
138	ID3
138	MITF
138	170
138	NCOA3
ID3	ID4
ID3	MITF
ID3	170
ID3	NCOA3
ID3	TCF12
ID4	TCF12
140	CASP3
140	105
140	113
140	FYN
140	128
140	129
140	149
140	PCAF
140	200
140	PRKACA
140	226
140	266
140	268
140	270
140	272
IKBKAP	CSNK1A1
IKKB	75
IKKB	77
IKKB	149
IKKB	226
IKKB	SMAD3
IKKB	268
144	POLR1B
144	236
144	238
144	303
JAK1	3
JAK1	LYN
JAK1	MET
JAK1	NCK2
JAK1	PIK3R2
JAK1	212
JAK1	214
JAK1	246
JAK1	SRC
JAK1	268
JAK1	269
JAK1	270
JAK1	272
JAK1	302
146	113
146	250
146	SMAD3
146	268
146	272
147	GSK3B
147	MITF
147	PRKACA
147	226
147	250
147	SMAD3
147	268
149	14
149	KPNA6
149	150
149	NCOA3
149	NUP153
149	PCAF
149	190
149	222
149	226
149	SMAD3
149	267
149	268
149	269
149	290
149	300
KPNA3	KPNA6
KPNA3	222
KPNA6	13
KPNA6	150
KPNA6	222
KPNA6	SNIP1
KPNA6	272
KPNA6	290
150	3
150	153
150	NUP153
150	222
150	236
150	257
150	268
150	292
152	151
KRT17	151
KRT17	SFN
151	231
153	NCOA3
153	205
153	222
153	236
153	238
153	SMAD3
153	290
LYN	3
LYN	MET
LYN	NCK2
LYN	190
LYN	PIK3R2
LYN	194
LYN	202
LYN	212
LYN	214
LYN	246
LYN	SOCS5
LYN	SRC
LYN	268
LYN	269
LYN	270
LYN	272
LYN	TGFB1
LYN	283
156	44
156	79
156	HES1
156	176
156	NOTCH3
156	PIAS1
156	261
156	290
MAP1B	194
MAP3K4	51
MAP3K4	92
MAP3K4	112
MAP3K4	202
MAP3K4	PRKCB
MAP3K4	216
MAPK14	25
MAPK14	51
MAPK14	152
MAPK14	MITF
MAPK14	NCOA3
MAPK14	172
MAPK14	216
MAPK14	226
MAPK14	246
MAPK14	SMAD3
MAPK14	268
MAPK14	270
MAPK14	277
MAPK14	290
159	160
159	268
159	280
160	280
160	292
161	8
161	51
161	HES1
161	MAPK14
161	SMAD3
161	WNT5A
162	MAPK14
163	25
163	MAP3K4
163	MAPK14
163	172
163	PKN1
163	216
163	231
163	277
163	290
MET	3
MET	14
MET	NCK2
MET	PIK3R2
MET	222
MET	246
MET	SRC
MET	268
MET	270
MET	272
MET	302
165	235
165	236
165	237
165	238
165	239
165	297
MITF	170
MITF	NCOA3
MKP1	113
MKP1	147
MKP1	MAPK14
MKP1	172
MKP1	216
MKP1	SKP2
MKP1	290
170	NCOA3
NCK2	3
NCK2	PIK3R2
NCK2	212
NCK2	250
NCK2	SMAD3
NCK2	SRC
NCK2	268
NCK2	270
NCK2	272
NCK2	TGFB1
NCK2	302
NFKB2	8
NFKB2	17
NFKB2	BTRC
NFKB2	44
NFKB2	172
NFKB2	226
NFKB2	266
NFKB2	292
NGAP	8
NGAP	CAV2
NGAP	54
NGAP	DAB2
NGAP	133
NGAP	NFKB2
173	8
173	38
173	104
173	136
173	172
173	NFKB2
173	226
173	231
173	266
173	290
173	292
NKIRAS1	8
NKIRAS1	172
NKIRAS1	NFKB2
NKIRAS1	226
NKIRAS1	292
176	NOTCH3
176	SMAD3
NR3C1	28
NR3C1	33
NR3C1	113
NR3C1	129
NR3C1	130
NR3C1	NCOA3
NR3C1	171
NR3C1	172
NR3C1	226
NR3C1	254
NR3C1	266
NR3C1	270
NR3C1	272
NR3C1	290
178	126
178	MAP3K4
178	292
NUP153	EPS15
NUP153	99
NUP153	RANBP9
P204	LYN
PAF53	POLR1B
PAK1	8
PAK1	CASP3
PAK1	112
PAK1	GIT1
PAK1	126
PAK1	127
PAK1	NCK2
PAK1	215
PAK1	216
PAK1	230
183	77
183	81
183	150
PCAF	250
PCAF	SMAD3
PCAF	254
PCAF	268
PCAF	273
PCAF	292
186	15
186	17
186	79
186	176
186	NOTCH3
PFDN2	SUMO1
PIAS1	NCOA3
PIAS1	190
PIAS1	SMAD3
PIAS1	267
PIAS1	268
PIAS1	272
PIAS1	274
PIAS3	250
187	SMAD3
187	257
187	272
187	SUMO1
190	SMAD3
190	268
PIK3R2	3
PIK3R2	212
PIK3R2	250
PIK3R2	SMAD3
PIK3R2	SRC
PIK3R2	268
PIK3R2	270
PIK3R2	272
PIK3R2	302
PITPN	23
PITPN	34
PITPN	72
PKN1	14
PKN1	226
194	216
194	SMAD3
POLR2H	199
POLR2H	272
200	268
200	270
200	272
PRKACA	BAD
PRKACA	79
PRKACA	GSK3B
PRKACA	201
PRKACA	202
PRKACA	226
202	SRC
202	272
PRKCB	123
PRKCB	JAK1
PRKCB	202
PRKCB	230
204	210
205	206
205	207
205	208
205	209
205	210
205	211
206	207
206	208
206	210
206	211
207	68
207	208
207	209
207	210
207	211
209	69
209	208
209	210
209	211
210	208
210	211
210	226
210	274
210	292
211	208
208	11
208	204
212	3
212	246
212	SRC
212	268
212	269
212	270
212	272
214	14
214	201
214	SRC
214	268
214	272
214	STUB1
214	302
RAB5	8
RAB5	APPL2
RAB5	40
RAB5	79
RAB5	98
RAB5	MAPK14
RAB23	98
216	SMAD3
217	FYN
217	127
217	133
217	178
217	202
217	PRKCB
217	236
217	240
217	244
217	246
217	SRC
RAI	172
RAI	226
RAI	266
RAI	290
RAIDD	38
RAIDD	85
RAIDD	104
RAIDD	126
RAIDD	172
RAIDD	231
RAIDD	290
RAIDD	292
220	3
220	51
220	75
220	FYN
220	JAK1
220	LYN
220	168
220	216
220	219
220	222
220	230
222	128
222	RANBP9
222	226
222	SUMO1
223	CCNH
223	55
223	POLR2H
223	199
RAP74	55
RAP74	POLR2H
RB	108
RBL2	226
RBL2	266
225	77
225	CTBP2
225	107
225	128
225	129
225	HES1
225	156
225	172
225	176
225	NOTCH3
225	261
225	267
RBX1	10
RBX1	ZNF259
226	PRKCI
226	SMAD3
226	266
226	SRC
226	268
226	270
226	272
226	290
REQ	39
REQ	104
REQ	108
REQ	258
230	201
230	250
230	SMAD3
230	TGFB1
RIP2	8
RIP2	51
RIP2	212
RIP2	216
RIP2	230
RIP2	SRC
231	NFKB2
231	268
231	292
232	CDK2
232	GSK3B
232	172
232	202
232	PRKCB
232	YY1
233	UBE2E1
234	POLR1B
234	198
234	POLR2H
234	199
236	238
237	238
RSK2	103
241	CBL
241	46
241	72
241	75
241	FYN
241	126
241	127
241	LYN
241	PIK3R2
241	PRMT1
241	SRC
241	270
243	CDK2
243	SRC
243	UBE3A
SCF	15
SCF	BTRC
SCF	79
SCF	81
SCF	FBXW7
SCF	GSK3B
SCF	RBX1
SCF	249
SCF	SKP2
SCF	UBE2L3
245	14
245	PRKCI
246	SRC
248	8
248	99
248	FYN
248	127
248	133
248	JAK1
248	MET
248	PIK3R2
248	212
248	215
248	268
248	270
SINK	8
SINK	25
SINK	200
SINK	226
249	BTRC
249	CCNA2
249	CDK2
249	56
249	79
249	FBXW7
249	172
249	205
249	RBX1
249	SKP2
250	COPS5
250	NUP153
250	222
250	SMAD3
250	266
250	STUB1
250	TGFB1
250	283
250	290
250	300
250	301
SMAD3	NCOA3
SMAD3	NUP153
SMAD3	PRKCI
SMAD3	222
SMAD3	266
SMAD3	267
SMAD3	268
SMAD3	269
SMAD3	270
SMAD3	STUB1
SMAD3	TGFB1
SMAD3	283
SMAD3	290
SMAD3	UBE2E1
SMAD3	300
255	44
255	56
255	128
255	170
255	171
255	254
255	256
255	257
255	258
255	290
255	301
256	115
256	128
256	129
256	130
256	171
256	PCAF
256	254
256	300
257	254
257	256
259	77
259	171
261	55
261	170
261	176
261	NOTCH3
261	RBL2
261	SMAD3
261	300
262	EPS15
262	131
262	216
262	263
262	SNX6
264	3
264	8
264	55
264	75
264	FYN
264	JAK1
264	LYN
264	231
264	SRC
SNX6	JAK1
SOCS5	272
266	267
266	269
266	270
266	274
267	268
SPRY2	LRP1
SRC	14
SRC	268
SRC	269
SRC	270
SRC	272
SRC	302
STAMBPL1	68
STAMBPL1	COPS5
STAMBPL1	127
268	3
268	NCOA3
268	183
268	216
268	222
268	269
268	270
268	272
268	290
268	300
269	3
269	270
269	272
270	44
270	170
270	PIAS3
270	216
272	3
272	NUP153
272	216
272	270
272	TGFB1
272	300
STUB1	TGFB1
SUMO1	254
SUMO1	274
SUMO1	ZNF259
T2BP	DVL2
T2BP	172
T2BP	292
277	HIPK2
277	171
277	172
277	NLK
277	231
277	283
277	292
TAK1	277
TAK1	292
TAK1	300
TFDP2	CDC25C
TGFB1	222
TGFB1	281
TGFB1	283
TIEG2	105
TIEG2	130
284	79
287	38
287	CASP3
287	104
287	JAK1
287	172
287	178
287	226
287	231
287	268
287	292
288	CSNK1A1
288	172
288	231
288	268
288	292
290	COPS5
290	NUP153
290	222
292	NUP153
292	302
294	15
294	17
294	79
294	170
294	171
294	RBX1
294	231
294	292
294	UBE2D1
295	CASP3
295	GAS1
UBCH5B	BTRC
UBCH5B	CBL
UBCH5B	81
UBCH5B	RBX1
UBCH5B	STUB1
UBCH5B	SUMO1
UBCH5B	UBE3A
296	PFDN2
296	200
296	222
UBE3A	128
UBE3A	160
UBE3A	224
UBE3A	242
UBE3A	290
UBE3A	UBE2D1
UBE3A	UBE2E1
UBE3A	UBE2L3
USP9	44
USP9	SUMO1
USP9	274
297	236
300	270
301	201
302	3
302	14
302	72
302	216
302	246
302	262
302	270
WNT5A	117
305	3
305	41
305	75
305	80
305	FYN
305	LYN
305	MAPK14
305	216
305	SRC
YY1	183
ZIN	231
ZIN	270
ZIN	UBE2L3
ZNF216	226
ZNF216	231
