Name,Betweenness,Degree,Closeness,EigenValueC,Khatz,ClusteringCoef,Label
ABL1,0.0152625976036798,0.1037037037037037,0.4289118347895155,0.1445982278746687,-0.0614318780561523,0.3474025974025974,1
APP,0.0025012810722284,0.024074074074074,0.3661016949152542,0.0206217118203354,-0.0397266353038373,0.141025641025641,0
BCAR1,0.0080761220241339,0.0851851851851851,0.4205607476635514,0.1269936127467028,-0.0417112230596939,0.3884057971014493,1
CBL,0.0151153793578789,0.1166666666666666,0.437956204379562,0.1621962694386179,-0.00629638270914,0.3456221198156682,0
CCNA2,0.0081722423911036,0.0462962962962963,0.3932993445010925,0.0188320787464178,-0.0773074479450042,0.1866666666666666,1
CDC42,0.0045706002653823,0.0481481481481481,0.3896103896103896,0.0409430500273482,0.0707138182777768,0.16,1
CRK,0.0045947420937203,0.0685185185185185,0.3927272727272727,0.1083973665226195,-0.0133140247434347,0.4504504504504504,0
CRKL,0.0114636901033215,0.1037037037037037,0.4309656823623304,0.1524420562161249,-0.0282031474120258,0.374025974025974,0
DOK1,0.0006008598469475,0.0462962962962963,0.3876525484565685,0.086990425059645,-0.0743825125875903,0.6666666666666666,0
FOS,0.0181045713704322,0.0851851851851851,0.4344328238133548,0.0613674666626473,0.0953627873899465,0.1884057971014492,1
FYN,0.0450400816272895,0.174074074074074,0.469157254561251,0.1950619824242426,0.0032886055987776,0.2081903454587051,1
GRB2,0.0165415589374246,0.1203703703703703,0.4289118347895155,0.1613574589375679,0.0765146970207878,0.3216346153846154,1
MDM2,0.0088610619591553,0.0407407407407407,0.3976435935198821,0.0244086361003476,0.0107194661503776,0.1212121212121212,1
MYC,0.0077291554951037,0.0425925925925925,0.3711340206185567,0.0162630696148832,0.0140157213273882,0.0948616600790513,0
NUP214,0.0013356579092491,0.0203703703703703,0.3706245710363761,0.0216378103860488,-0.0124336775312684,0.4,0
PLCG1,0.0018880030495043,0.05,0.381625441696113,0.0782240472394939,-0.0199786911574621,0.4814814814814814,0
PLSCR1,0.0,0.0037037037037037,0.3163444639718805,0.0074049818883608,0.0050080713365293,1.0,0
SHC1,0.0045130217908835,0.0555555555555555,0.3967670830271859,0.0980035520866481,-0.0042941182015374,0.5517241379310345,1
STAT5A,0.0409760332883805,0.1703703703703703,0.4778761061946903,0.194092825450615,0.0283855631323098,0.2078356426182513,1
TP53,0.0216007949558485,0.0814814814814814,0.4422604422604422,0.0555662413543064,-0.0036600104605247,0.168076109936575,1
ADAM10,0.0051378036075526,0.0333333333333333,0.3534031413612565,0.0114453317804955,-0.059492949727867,0.2091503267973856,0
ADAM17,0.0023658731400818,0.0203703703703703,0.3441682600382409,0.0110925733936614,-0.0160370776035822,0.2181818181818181,0
CD44,0.0088217255618184,0.0333333333333333,0.3857142857142857,0.0419151897888982,0.0181141620198848,0.2941176470588235,1
CDH1,0.0002157639384768,0.0092592592592592,0.3191489361702128,0.0024495928440785,-0.0032065936705565,0.1,1
DLL4,0.000185802328701,0.0148148148148148,0.3015075376884422,0.0016206132283124,-0.0355779577314427,0.3928571428571428,0
EGF,0.0043984473528199,0.0481481481481481,0.3713892709766162,0.0405232687426957,0.102176807137729,0.16,1
EGFR,0.0185398817216554,0.1203703703703703,0.4299363057324841,0.1551927758460494,0.0483074197673534,0.2951923076923077,1
FHL2,0.010330617354235,0.0388888888888888,0.3970588235294117,0.0211950395682853,-0.03779155787965,0.1523809523809524,0
FURIN,0.0,0.0037037037037037,0.2656173143138219,0.0006125187746064,0.0011204009152037,1.0,0
JAG1,0.0004514861868287,0.0166666666666666,0.3154205607476635,0.0028804549188784,-0.0433780174506911,0.4722222222222222,1
JAG2,0.0008582010462559,0.0222222222222222,0.3426395939086294,0.0093892590075552,-0.0550850821645021,0.3939393939393939,0
NOTCH1,0.006116413496758,0.0407407407407407,0.3402646502835538,0.0044223012690617,-0.0635165443700347,0.1255411255411255,0
NOTCH2,0.0074828141180497,0.0407407407407407,0.3765690376569037,0.0131250195422647,-0.1163272009077323,0.2294372294372294,1
NOTCH3,0.0009659367581515,0.024074074074074,0.3288672350791717,0.0046992983858838,-0.0692183331351236,0.3076923076923077,1
PSEN1,0.0083364965579313,0.0555555555555555,0.3938730853391685,0.0311459126978417,-0.109122600874599,0.1563218390804597,0
ERBB2,0.0133938520830175,0.0962962962962963,0.4272151898734177,0.1278714278080778,0.0247785549379592,0.3099547511312217,1
ADD1,0.0016839040824366,0.0296296296296296,0.3678474114441417,0.0387988489914064,0.0434694504066772,0.2583333333333333,0
BTK,0.0087085306199642,0.1018518518518518,0.4176334106728538,0.1509597189878718,-0.0654120431215903,0.4006734006734007,0
CSK,0.0095248563632242,0.1129629629629629,0.4313099041533546,0.1656123289967857,-0.061938416155286,0.3639344262295082,0
CSNK1E,0.0055402069813482,0.0222222222222222,0.358327803583278,0.0214891983698605,0.0007000829434682,0.1515151515151515,0
FGR,0.0048289781706054,0.1018518518518518,0.4153846153846154,0.1520998000431467,-0.0595861605043449,0.4087542087542087,0
HIPK2,0.0009414619340713,0.0166666666666666,0.3559657218193803,0.0103481353844657,-0.0140224690669767,0.2222222222222222,0
JAK1,0.0062319201834785,0.0833333333333333,0.4066265060240964,0.135996512120818,0.0165805447045738,0.494949494949495,1
LCK,0.0040240526872582,0.0888888888888888,0.418280402788536,0.1476202481906008,0.0004978311906076,0.5,0
PKN2,0.0005533230485131,0.0185185185185185,0.3663500678426051,0.0200548038341951,0.0256574312466349,0.2222222222222222,0
PRKCZ,0.004581415231374,0.0592592592592592,0.4115853658536585,0.0646316534620117,0.1246346948804624,0.25,0
TBK1,0.0006685069247282,0.0129629629629629,0.3426395939086294,0.01378500219665,0.033831649671236,0.1904761904761904,0
AES,0.0061482240803108,0.0203703703703703,0.3680981595092024,0.0093305867506479,-0.008399463890607,0.1636363636363636,0
AR,0.0434294605267406,0.0962962962962963,0.4530201342281879,0.0583865065001736,0.0325780577843771,0.1214177978883861,1
CTBP1,0.0034886755333962,0.037037037037037,0.3870967741935484,0.0282751732242341,-0.0187817253148672,0.3052631578947368,0
HDAC1,0.0427800494267956,0.1203703703703703,0.4568527918781725,0.0664993145919614,-0.0226365777446319,0.1495192307692307,1
LEF1,0.0010612727573633,0.0203703703703703,0.3696098562628336,0.0155965510485036,-0.0366372551801731,0.2909090909090909,1
PRMT1,0.0006858788627347,0.0055555555555555,0.2996670366259711,0.0018640725566511,0.0104852209483735,0.0,0
TLE1,0.0,0.0018518518518518,0.2691924227318046,0.0002535798921285,0.007833457259288,0.0,0
AIP4,0.0023590012656507,0.0222222222222222,0.3713892709766162,0.022360716205594,0.0018291532943467,0.1666666666666666,0
ARRB1,0.0001577704888354,0.0092592592592592,0.3146853146853147,0.0025781632454279,0.0169824140810523,0.1,0
ARRB2,0.0034745830222109,0.024074074074074,0.3742203742203742,0.0143140031141143,0.0557596965791315,0.0769230769230769,0
HGS,0.0106199823378456,0.0462962962962963,0.3896103896103896,0.0332153398686561,0.0265333826902638,0.1433333333333333,0
JUNB,0.0039415354634464,0.0425925925925925,0.3961848862802641,0.0326430351379318,0.0246736689011236,0.2727272727272727,0
KIT,0.0113608157707179,0.1111111111111111,0.4393816110659072,0.1618929747327923,-0.0386344593378295,0.3694915254237288,1
MET,0.0038777147770419,0.074074074074074,0.4014869888475836,0.1250612012674593,-0.0225491661487644,0.5371794871794872,1
NUMB,0.000384768751201,0.0092592592592592,0.3075170842824601,0.0018357580253636,0.0139542831866693,0.0,0
SMAD3,0.054484255389656,0.1722222222222222,0.4817127564674398,0.1103019738453221,-0.0639615743466094,0.1192145862552594,1
SMAD7,0.0021169387870387,0.024074074074074,0.3646185010128291,0.0156581842939446,-0.0165853560243396,0.2051282051282051,0
AKAP95,0.0001442855690611,0.0074074074074074,0.3298717165546732,0.0037667692276404,-0.000317968315627,0.0,0
CASP3,0.0137399649539991,0.0833333333333333,0.4147465437788018,0.0828657562096703,-0.0994531099899161,0.198989898989899,1
PRKAR2A,0.0030337391457729,0.024074074074074,0.3534031413612565,0.0083032573721508,0.0169088034613461,0.0512820512820512,0
CDC23,0.0097485595819522,0.0537037037037037,0.3890489913544668,0.0356232620843366,0.0433281879363364,0.229064039408867,0
NRAS,0.016396047071262,0.0685185185185185,0.4014869888475836,0.0461016754380029,0.2724573055797096,0.1361344537815126,1
PRKCI,0.0029075411018091,0.0481481481481481,0.4075471698113208,0.0484932469710483,0.1303749962519851,0.2184615384615384,0
STAT3,0.0222418863471074,0.1203703703703703,0.4584040747028862,0.1606051757496568,0.0477689041700989,0.2975961538461538,1
AML1,0.0016340715316118,0.0111111111111111,0.3016759776536313,0.0013595532965643,0.0189958773861327,0.1333333333333333,0
CTCF,0.0002724891033881,0.0055555555555555,0.3050847457627119,0.0018261238832243,0.003509232114164,0.3333333333333333,1
HAT1,0.0001233622966253,0.0055555555555555,0.2567760342368045,0.0001050361586063,0.0147448900804277,0.0,0
NCOR1,0.0057337127366095,0.0296296296296296,0.3585657370517928,0.0059003071043934,0.01019677829223,0.0916666666666666,1
PPP2CA,0.0075774662386041,0.0277777777777777,0.3742203742203742,0.0394983545783532,0.0269149414651148,0.3238095238095238,0
RUVBL1,0.0002549184454449,0.0092592592592592,0.2944383860414394,0.0005695554676233,0.020198611013853,0.2,0
TBP,0.0051162946260315,0.0296296296296296,0.3304773561811505,0.0021260008819148,0.0276602844120508,0.0833333333333333,1
ANAPC1,5.8444519819333816e-05,0.0074074074074074,0.2861685214626391,0.0012669019152757,-0.0013650355766987,0.8333333333333334,0
ANAPC10,4.065824186081016e-05,0.0074074074074074,0.2848101265822785,0.0008089203473784,-0.0135585578818244,0.8333333333333334,0
ANAPC2,0.0060736784039826,0.0351851851851851,0.3406940063091482,0.0051080357351632,-0.0664694027068895,0.2807017543859649,0
ANAPC4,0.0047226647754666,0.0333333333333333,0.3372891942535915,0.0050760104536883,-0.0636846195980969,0.3137254901960784,0
ANAPC5,0.0018647137544237,0.0148148148148148,0.3481624758220503,0.0106136441005924,-0.0320710161425489,0.3214285714285714,0
ANAPC7,0.0,0.0037037037037037,0.2543570419218087,0.0002767745912465,-0.0043419985821499,1.0,0
CCNB1,0.0131018299182534,0.0648148148148148,0.4090909090909091,0.0285416546847731,-0.0829543707014397,0.1142857142857142,1
CDC16,0.0094715844923211,0.037037037037037,0.3846153846153846,0.0183136417149788,-0.0908005574200464,0.2368421052631578,0
CDC27,6.31406187233347e-05,0.0092592592592592,0.2947598253275109,0.001578950790941,-0.0091972212905046,0.6,0
CDK2,0.0160894168319602,0.0777777777777777,0.4268774703557312,0.0509493370964072,-0.1556457492939733,0.2009291521486643,1
FZR1,0.0027178491495921,0.0351851851851851,0.3554970375246873,0.0103024303031406,-0.0755475367617555,0.3333333333333333,0
PSMB5,1.5252520600756122e-05,0.0092592592592592,0.2818371607515658,0.00063269721385,-0.017010109029812,0.8,0
PSMC2,0.0058373743343306,0.0351851851851851,0.3626595030221625,0.0087844407938908,-0.0464624179772354,0.3391812865497076,0
PSMC3,0.0006257985576803,0.0203703703703703,0.303030303030303,0.0011584355609696,-0.0228187318008894,0.5818181818181818,0
PSMD1,0.001200960436365,0.0222222222222222,0.313953488372093,0.0015807647515453,-0.0237244537796446,0.5454545454545454,0
PSMD12,0.006125803049491,0.0388888888888888,0.3457106274007682,0.0062601467835976,-0.0884584756232356,0.3095238095238095,0
PSMD13,0.0002733702077375,0.0222222222222222,0.3023516237402016,0.0013326664112166,-0.030706420869014,0.6363636363636364,0
UBE2E1,0.0020357816995287,0.0111111111111111,0.3406940063091482,0.0036413941542627,-0.0057763649631308,0.0666666666666666,0
SMAD1,0.0114879635966811,0.1,0.4316546762589928,0.0625572533771416,-0.1022546557026351,0.1516422082459818,0
SMAD2,0.0524305122924295,0.1814814814814815,0.4830053667262969,0.124701358483363,-0.0941235343690812,0.1310751104565537,1
TGFB1,0.0040849397431168,0.0462962962962963,0.391020999275887,0.042457175058572,-0.0585069492796815,0.3033333333333333,1
AO7,0.0006957771415676,0.0074074074074074,0.3174603174603174,0.0019452587256943,0.022704170759698,0.1666666666666666,0
CDC34,0.001281772994719,0.0148148148148148,0.336239103362391,0.00375574613129,0.0149646626256375,0.2142857142857142,0
RNF4,0.0003864897740429,0.0092592592592592,0.288153681963714,0.0004422501491227,0.0139539728622281,0.0,0
UBE2D1,0.0003381514671407,0.0092592592592592,0.296866410115448,0.0006813402323555,0.0077698270517215,0.0,0
APC,0.0145433120127666,0.0574074074074074,0.4035874439461883,0.0417001893613293,-0.0645319986312842,0.1268817204301075,0
APH1A,0.0011012681522659,0.0259259259259259,0.3339517625231911,0.0046743660580941,-0.0914780573085479,0.3516483516483517,0
PLD1,0.000678892069509,0.0148148148148148,0.3302752293577982,0.0067697242224744,0.0039368384385584,0.1428571428571428,0
PSEN2,0.0013860610988531,0.024074074074074,0.354796320630749,0.0128526698621455,-0.0740911077359613,0.3076923076923077,0
APH2,0.0004546155068298,0.0203703703703703,0.3288672350791717,0.004491704746792,-0.0744183616407708,0.4181818181818181,0
APPL2,0.0019378084513697,0.0185185185185185,0.3413400758533502,0.0058792529159904,0.035233412951648,0.2222222222222222,0
AKT2,0.0001415248255283,0.0092592592592592,0.3066439522998296,0.0027068465847818,0.0332510052314696,0.0,1
HDAC2,0.0149943788975123,0.074074074074074,0.4316546762589928,0.0433814530433669,-0.026430004465337,0.1692307692307692,1
MTA2,0.0009843075592768,0.0148148148148148,0.3419886003799873,0.0053878425396056,0.0054572164719008,0.4642857142857143,0
PIK3CB,0.0008936166452071,0.0166666666666666,0.3648648648648648,0.0264652649659723,0.052770228055832,0.3333333333333333,0
RBBP7,0.0010271368490225,0.0092592592592592,0.289544235924933,0.0007547317301886,0.0163966000445849,0.3,0
APS,0.0023423403710537,0.0759259259259259,0.3991130820399113,0.1350900787846678,-0.0812900651537849,0.6109756097560975,0
CAMK2G,8.17341847245555e-05,0.0055555555555555,0.314868804664723,0.0083518106972184,-0.0012854501551557,0.3333333333333333,0
CAV1,0.0009265710026346,0.0333333333333333,0.3716448726772196,0.0574164598050916,-0.008843853339949,0.5163398692810458,1
CBLB,0.0027627581983759,0.0851851851851851,0.4041916167664671,0.1389694520169712,-0.0548900552488122,0.5101449275362319,0
GRAP,0.0065202019445734,0.074074074074074,0.400593471810089,0.1164263262800133,-0.0103649263883809,0.4576923076923077,0
GRB10,0.0076856706158439,0.0722222222222222,0.4023845007451564,0.1323782384870873,0.0156157465064127,0.6221322537112011,0
GRB7,0.0001196772849336,0.037037037037037,0.3701165181631254,0.0722139898254991,0.0039060273211569,0.7578947368421053,1
ITGB4,0.0004327926918618,0.0222222222222222,0.3486120077469335,0.0410772722376011,-0.0329291947659486,0.7424242424242424,0
NCK2,0.0039852430569564,0.074074074074074,0.4069329314242653,0.1334161092172674,-0.0370501195426787,0.5602564102564103,0
PIK3R2,0.0021842405659029,0.0833333333333333,0.4147465437788018,0.1498482418538245,-0.0337578517195112,0.5676767676767677,0
PTK2,0.0022485815688378,0.0648148148148148,0.3915881073241479,0.1198745787826982,-0.031669925132585,0.653781512605042,1
PTK6,0.0006107119197938,0.0685185185185185,0.3904555314533622,0.1274837971528093,-0.0356836671791393,0.6906906906906907,0
SNCA,0.0026962671850047,0.0425925925925925,0.3970588235294117,0.0617751701397387,0.0169073680926451,0.3596837944664031,0
SOCS3,0.0012261386750966,0.0592592592592592,0.391304347826087,0.1095174656010822,-0.0088134078271268,0.655241935483871,0
STAT1,0.0307881493801886,0.1703703703703703,0.4795737122557726,0.194660658815795,-0.0268367420078054,0.2243191591017678,1
STAT2,0.0020707541099919,0.0537037037037037,0.4047976011994003,0.0930055599280761,-0.0456425327569526,0.5246305418719212,0
TEC,0.0062506733749512,0.1,0.4245283018867924,0.1567665848344548,-0.0107448115784284,0.4213836477987421,0
WASL,0.0068420338112672,0.0851851851851851,0.4072398190045249,0.1109088466891042,-0.0021836540301969,0.3169082125603865,0
BAG1,0.0002865183063133,0.0074074074074074,0.3316953316953317,0.003511092987495,0.0151458285455507,0.1666666666666666,0
BRCA1,0.0290451687749137,0.074074074074074,0.435132957292506,0.0627093197735238,-0.0587770879649312,0.2192307692307692,1
NCOA2,0.0007432930882137,0.0111111111111111,0.3333333333333333,0.0035802546294783,0.0203753054588539,0.1333333333333333,0
NCOA3,0.0051111244145052,0.0444444444444444,0.3982300884955752,0.0285082266678828,0.0355909806192851,0.2318840579710145,1
SP1,0.0130970331684365,0.0648148148148148,0.4163454124903624,0.0385098445721732,-0.0025516150893088,0.1949579831932773,1
UXT,4.4190743567556135e-05,0.0037037037037037,0.3157894736842105,0.0017889784312833,0.0147129402837358,0.0,0
ARA54,0.0031363710443248,0.0222222222222222,0.3486120077469335,0.0069560506983452,0.0239918414882009,0.0909090909090909,0
ESR1,0.0071328702044991,0.0518518518518518,0.4208885424785659,0.0488516119248384,0.0479443986523231,0.2222222222222222,1
PIAS1,0.002705562912937,0.0296296296296296,0.3808180535966149,0.0223748925501273,0.0030705301449486,0.1833333333333333,0
SPDEF,5.732514702183591e-05,0.0074074074074074,0.2936378466557912,0.0014206194279316,0.0208535032118806,0.0,0
SVIL,0.0028006203244322,0.0222222222222222,0.3680981595092024,0.0209383111879332,0.0132810574505565,0.1666666666666666,0
UBE2L3,0.0004186226561287,0.0092592592592592,0.2936378466557912,0.0007085356430401,0.0032757045859598,0.0,0
ARA55,0.0089297895677135,0.0388888888888888,0.3924418604651162,0.0335900543911843,0.0187181826085726,0.1428571428571428,0
GIT1,0.0019877612323537,0.024074074074074,0.3686006825938566,0.0202749860904357,-0.0125699324550831,0.1666666666666666,0
PAK1,0.0027951810016239,0.0351851851851851,0.3781512605042016,0.0267052928426577,0.0723940168072311,0.1578947368421052,0
PTPN12,0.0006514446792098,0.0296296296296296,0.3734439834024896,0.0549272666422281,-0.0062079105651882,0.575,0
PXN,0.0001006106411395,0.0092592592592592,0.3069926094371802,0.0040306846279465,0.0316941783373009,0.1,1
RHOA,0.0022114667653612,0.0296296296296296,0.3698630136986301,0.0202000520869997,0.0263823106380048,0.175,1
TGFBR2,0.002439304871463,0.0277777777777777,0.3729281767955801,0.0240159650982052,-0.0496394122166501,0.3809523809523809,1
TRAF4,0.0,0.0018518518518518,0.2819843342036554,0.0009128860377956,0.0105452219092059,0.0,0
ARA70,0.0015734531664212,0.0185185185185185,0.3529411764705882,0.0075531692093039,0.061483462333701,0.1333333333333333,0
HRAS,0.0009714005285563,0.0203703703703703,0.3253012048192771,0.0055957851289164,0.1006200725281653,0.1272727272727272,1
ARA160,0.0005602523259309,0.0111111111111111,0.3349875930521092,0.0041730596812361,0.0176075092048446,0.1333333333333333,0
SMARCA4,0.0042432022102797,0.0277777777777777,0.3522504892367906,0.0068283145099393,0.0484390588553812,0.1047619047619047,0
ARAF1,0.0001872819144346,0.0111111111111111,0.3110599078341013,0.0043865988442826,0.0743107544682046,0.2,0
PRKCB,0.0015863062479934,0.0296296296296296,0.3527106466361855,0.0228461425965761,0.0715593831129402,0.1583333333333333,0
PRKCD,0.0003739371196454,0.0129629629629629,0.3372891942535915,0.0111055225141371,0.0362477580268585,0.0952380952380952,0
ARF4,0.0003725140229386,0.0074074074074074,0.2870813397129186,0.0016304105016132,0.0068649562081332,0.0,0
PLD2,0.0075162303025605,0.0314814814814814,0.3765690376569037,0.0377808076011957,-0.0233474971749262,0.2352941176470588,0
ARNIP,0.0007234451465251,0.0166666666666666,0.3430749682337992,0.0086065539315685,0.0413852376630949,0.0277777777777777,0
DVL3,0.0024298556976063,0.0166666666666666,0.3499675955930006,0.006340392736223,0.0103813243247295,0.1666666666666666,0
ASE1,0.0003855593756875,0.0092592592592592,0.3182086034177961,0.0019884694724888,-0.0163328782581278,0.2,0
ATF1,0.0024070486549832,0.0333333333333333,0.3859899928520371,0.0269586666236445,0.0241085462669421,0.2875816993464052,0
CAPN3,0.0001252326062442,0.0055555555555555,0.3152364273204903,0.0028011233041388,0.0237591560969759,0.0,0
KPNA2,0.0028576659065078,0.0592592592592592,0.4103343465045592,0.049266591868096,-0.0099979531379599,0.2963709677419355,0
TCF3,0.0125212061528878,0.0722222222222222,0.4199066874027994,0.0563953773105715,-0.0218845227339127,0.2564102564102564,0
YY1,0.000275766215563,0.0148148148148148,0.3520208604954368,0.0082474900300048,0.0083155626688472,0.2857142857142857,0
ATF3,0.0001574997611151,0.0074074074074074,0.3308823529411764,0.0056000273323049,0.0363376572429491,0.3333333333333333,0
FOSB,3.076305387705492e-05,0.0092592592592592,0.3128621089223638,0.0035094237678224,0.0318988130906055,0.6,0
AXAM2,0.0014395052625805,0.0166666666666666,0.3304773561811505,0.0041189323561048,0.0139551726238889,0.1666666666666666,0
AXIN1,0.0032806913989734,0.0296296296296296,0.3808180535966149,0.0239233669338059,-0.0472374965428533,0.1666666666666666,1
DVL1,0.0157805546937626,0.0296296296296296,0.3529411764705882,0.0070033640186226,-0.0232196488453444,0.0833333333333333,0
KPNB1,0.0040493780812576,0.0333333333333333,0.3893294881038212,0.0260074326051483,0.0047616319080872,0.2091503267973856,0
NUP153,0.0027368797565102,0.037037037037037,0.3956043956043956,0.0337388130066795,0.013769470047215,0.2,0
PML,0.0011128783493955,0.0111111111111111,0.3310852237890864,0.0035269705816849,0.0082501253368844,0.2,0
SUMO1,0.0070547290029475,0.0259259259259259,0.3366583541147132,0.0040742173457418,0.0400407729583347,0.0879120879120879,0
SUMO2,0.0014709397785051,0.0185185185185185,0.3337453646477132,0.0035991759344361,0.0238800471203277,0.1333333333333333,0
JUP,0.0036706002181275,0.0351851851851851,0.3898916967509025,0.0326162971478377,-0.0332721033594511,0.1871345029239766,0
TGFBR1,0.0089350883611722,0.0777777777777777,0.422866092404072,0.0607500002936936,-0.0541063383668301,0.1997677119628339,1
BAF53A,0.0022549453424282,0.0166666666666666,0.3126809496236248,0.0017505679062005,0.0253223868900723,0.2222222222222222,0
SMARCB1,0.0023973732177172,0.0259259259259259,0.35667107001321,0.0062569037946136,0.0144468754611746,0.2307692307692307,0
SMARCC1,0.0021404933088125,0.0314814814814814,0.3511053315994798,0.0094895593999461,0.0076880364290934,0.125,0
SMARCC2,0.0004397616479429,0.0148148148148148,0.3178340200117716,0.0018920957376848,0.0238495134161931,0.3214285714285714,0
SMARCE1,0.0004028694169282,0.0074074074074074,0.3197158081705151,0.0020700915056238,0.0098260683831683,0.3333333333333333,0
HSPA8,0.0062798271994925,0.0444444444444444,0.3976435935198821,0.045062566400877,0.0435794673120814,0.1775362318840579,0
CASP8,0.0035448363952576,0.0388888888888888,0.3760445682451253,0.0290374973893251,-0.0853162731713819,0.3380952380952381,1
CDC2,0.0009263016990269,0.0259259259259259,0.3800140745953554,0.0346068196121807,-0.064436385750904,0.3626373626373626,0
SNX2,8.410368290126369e-05,0.0074074074074074,0.314502038439138,0.0083179300145377,0.0087419745535817,0.1666666666666666,0
BCL3,0.0008980657527739,0.0148148148148148,0.3366583541147132,0.0040600907533684,0.0120999381867613,0.4642857142857143,0
RELB,0.0110379519016648,0.05,0.3932993445010925,0.0365914206145377,0.0427046748737858,0.2222222222222222,0
BCL7A,0.0037119383237594,0.0055555555555555,0.2980132450331126,0.0016938569522552,0.0082925523637626,0.0,0
PDCD2,0.0,0.0018518518518518,0.2296894938324117,4.603441077317372e-05,0.0095026588847249,0.0,0
BP75,9.220704716176848e-05,0.0055555555555555,0.3035413153456998,0.0013321748795996,0.0016350372840208,0.0,0
CCNH,0.012022633889253,0.0333333333333333,0.380281690140845,0.0170387886561011,-0.0725765102490287,0.1699346405228758,0
PCAF,0.0041297096183364,0.0333333333333333,0.3870967741935484,0.0298531873086593,-0.0254674378063003,0.2679738562091503,0
BPAG1,0.0002516184223588,0.0074074074074074,0.3306797305572566,0.0043486584504637,-0.0021590687156956,0.0,0
